Date,Close
6/1/2021 16:00:00,329.13
6/2/2021 16:00:00,329.15
6/3/2021 16:00:00,326.04
6/4/2021 16:00:00,330.35
6/7/2021 16:00:00,336.58
6/8/2021 16:00:00,333.68
6/9/2021 16:00:00,330.25
6/10/2021 16:00:00,332.46
6/11/2021 16:00:00,331.26
6/14/2021 16:00:00,336.77
6/15/2021 16:00:00,336.75
6/16/2021 16:00:00,331.08
6/17/2021 16:00:00,336.51
6/18/2021 16:00:00,329.66
6/21/2021 16:00:00,332.29
6/22/2021 16:00:00,339.03
6/23/2021 16:00:00,340.59
6/24/2021 16:00:00,343.18
6/25/2021 16:00:00,341.37
6/28/2021 16:00:00,355.64
6/29/2021 16:00:00,351.89
6/30/2021 16:00:00,347.71
7/1/2021 16:00:00,354.39
7/2/2021 16:00:00,354.7
7/6/2021 16:00:00,352.78
7/7/2021 16:00:00,350.49
7/8/2021 16:00:00,345.65
7/9/2021 16:00:00,350.42
7/12/2021 16:00:00,353.16
7/13/2021 16:00:00,352.09
7/14/2021 16:00:00,347.63
7/15/2021 16:00:00,344.46
7/16/2021 16:00:00,341.16
7/19/2021 16:00:00,336.95
7/20/2021 16:00:00,341.66
7/21/2021 16:00:00,346.23
7/22/2021 16:00:00,351.19
7/23/2021 16:00:00,369.79
7/26/2021 16:00:00,372.46
7/27/2021 16:00:00,367.81
7/28/2021 16:00:00,373.28
7/29/2021 16:00:00,358.32
7/30/2021 16:00:00,356.3
8/2/2021 16:00:00,351.95
8/3/2021 16:00:00,351.24
8/4/2021 16:00:00,358.92
8/5/2021 16:00:00,362.97
8/6/2021 16:00:00,363.51
8/9/2021 16:00:00,361.61
8/10/2021 16:00:00,361.13
8/11/2021 16:00:00,359.96
8/12/2021 16:00:00,362.65
8/13/2021 16:00:00,363.18
8/16/2021 16:00:00,366.56
8/17/2021 16:00:00,358.45
8/18/2021 16:00:00,355.45
8/19/2021 16:00:00,355.12
8/20/2021 16:00:00,359.37
8/23/2021 16:00:00,363.35
8/24/2021 16:00:00,365.51
8/25/2021 16:00:00,368.39
8/26/2021 16:00:00,364.38
8/27/2021 16:00:00,372.63
8/30/2021 16:00:00,380.66
8/31/2021 16:00:00,379.38
9/1/2021 16:00:00,382.05
9/2/2021 16:00:00,375.28
9/3/2021 16:00:00,376.26
9/7/2021 16:00:00,382.18
9/8/2021 16:00:00,377.57
9/9/2021 16:00:00,378
9/10/2021 16:00:00,378.69
9/13/2021 16:00:00,376.51
9/14/2021 16:00:00,376.53
9/15/2021 16:00:00,373.92
9/16/2021 16:00:00,373.06
9/17/2021 16:00:00,364.72
9/20/2021 16:00:00,355.7
9/21/2021 16:00:00,357.48
9/22/2021 16:00:00,343.21
9/23/2021 16:00:00,345.96
9/24/2021 16:00:00,352.96
9/27/2021 16:00:00,353.58
9/28/2021 16:00:00,340.65
9/29/2021 16:00:00,339.61
9/30/2021 16:00:00,339.39
10/1/2021 16:00:00,343.01
10/4/2021 16:00:00,326.23
10/5/2021 16:00:00,332.96
10/6/2021 16:00:00,333.64
10/7/2021 16:00:00,329.22
10/8/2021 16:00:00,330.05
10/11/2021 16:00:00,325.45
10/12/2021 16:00:00,323.77
10/13/2021 16:00:00,324.54
10/14/2021 16:00:00,328.53
10/15/2021 16:00:00,324.76
10/18/2021 16:00:00,335.34
10/19/2021 16:00:00,339.99
10/20/2021 16:00:00,340.78
10/21/2021 16:00:00,341.88
10/22/2021 16:00:00,324.61
10/25/2021 16:00:00,328.69
10/26/2021 16:00:00,315.81
10/27/2021 16:00:00,312.22
10/28/2021 16:00:00,316.92
10/29/2021 16:00:00,323.57
11/1/2021 16:00:00,329.98
11/2/2021 16:00:00,328.08
11/3/2021 16:00:00,331.62
11/4/2021 16:00:00,335.85
11/5/2021 16:00:00,341.13
11/8/2021 16:00:00,338.62
11/9/2021 16:00:00,335.37
11/10/2021 16:00:00,327.64
11/11/2021 16:00:00,327.74
11/12/2021 16:00:00,340.89
11/15/2021 16:00:00,347.56
11/16/2021 16:00:00,342.96
11/17/2021 16:00:00,340.77
11/18/2021 16:00:00,338.69
11/19/2021 16:00:00,345.3
11/22/2021 16:00:00,341.01
11/23/2021 16:00:00,337.25
11/24/2021 16:00:00,341.06
11/26/2021 13:00:00,333.12
11/29/2021 16:00:00,338.03
11/30/2021 16:00:00,324.46
12/1/2021 16:00:00,310.6
12/2/2021 16:00:00,310.39
12/3/2021 16:00:00,306.84
12/6/2021 16:00:00,317.87
12/7/2021 16:00:00,322.81
12/8/2021 16:00:00,330.56
12/9/2021 16:00:00,329.82
12/10/2021 16:00:00,329.75
12/13/2021 16:00:00,334.49
12/14/2021 16:00:00,333.74
12/15/2021 16:00:00,341.66
12/16/2021 16:00:00,334.9
12/17/2021 16:00:00,333.79
12/20/2021 16:00:00,325.45
12/21/2021 16:00:00,334.2
12/22/2021 16:00:00,330.45
12/23/2021 16:00:00,335.24
12/27/2021 16:00:00,346.18
12/28/2021 16:00:00,346.22
12/29/2021 16:00:00,342.94
12/30/2021 16:00:00,344.36
12/31/2021 16:00:00,336.35
1/3/2022 16:00:00,338.54
1/4/2022 16:00:00,336.53
1/5/2022 16:00:00,324.17
1/6/2022 16:00:00,332.46
1/7/2022 16:00:00,331.79
1/10/2022 16:00:00,328.07
1/11/2022 16:00:00,334.37
1/12/2022 16:00:00,333.26
1/13/2022 16:00:00,326.48
1/14/2022 16:00:00,331.9
1/18/2022 16:00:00,318.15
1/19/2022 16:00:00,319.59
1/20/2022 16:00:00,316.56
1/21/2022 16:00:00,303.17
1/24/2022 16:00:00,308.71
1/25/2022 16:00:00,300.15
1/26/2022 16:00:00,294.63
1/27/2022 16:00:00,294.64
1/28/2022 16:00:00,301.71
1/31/2022 16:00:00,313.26
2/1/2022 16:00:00,319
2/2/2022 16:00:00,323
2/3/2022 16:00:00,237.76
2/4/2022 16:00:00,237.09
2/7/2022 16:00:00,224.91
2/8/2022 16:00:00,220.18
2/9/2022 16:00:00,232
2/10/2022 16:00:00,228.07
2/11/2022 16:00:00,219.55
2/14/2022 16:00:00,217.7
2/15/2022 16:00:00,221
2/16/2022 16:00:00,216.54
2/17/2022 16:00:00,207.71
2/18/2022 16:00:00,206.16
2/22/2022 16:00:00,202.08
2/23/2022 16:00:00,198.45
2/24/2022 16:00:00,207.6
2/25/2022 16:00:00,210.48
2/28/2022 16:00:00,211.03
3/1/2022 16:00:00,203.49
3/2/2022 16:00:00,208.11
3/3/2022 16:00:00,202.97
3/4/2022 16:00:00,200.06
3/7/2022 16:00:00,187.47
3/8/2022 16:00:00,190.29
3/9/2022 16:00:00,198.5
3/10/2022 16:00:00,195.21
3/11/2022 16:00:00,187.61
3/14/2022 16:00:00,186.63
3/15/2022 16:00:00,192.03
3/16/2022 16:00:00,203.63
3/17/2022 16:00:00,207.84
3/18/2022 16:00:00,216.49
3/21/2022 16:00:00,211.49
3/22/2022 16:00:00,216.65
3/23/2022 16:00:00,213.46
3/24/2022 16:00:00,219.57
3/25/2022 16:00:00,221.82
3/28/2022 16:00:00,223.59
3/29/2022 16:00:00,229.86
3/30/2022 16:00:00,227.85
3/31/2022 16:00:00,222.36
4/1/2022 16:00:00,224.85
4/4/2022 16:00:00,233.89
4/5/2022 16:00:00,231.84
4/6/2022 16:00:00,223.3
4/7/2022 16:00:00,222.95
4/8/2022 16:00:00,222.33
4/11/2022 16:00:00,216.46
4/12/2022 16:00:00,214.14
4/13/2022 16:00:00,214.99
4/14/2022 16:00:00,210.18
4/18/2022 16:00:00,210.77
4/19/2022 16:00:00,217.31
4/20/2022 16:00:00,200.42
4/21/2022 16:00:00,188.07
4/22/2022 16:00:00,184.11
4/25/2022 16:00:00,186.99
4/26/2022 16:00:00,180.95
4/27/2022 16:00:00,174.95
4/28/2022 16:00:00,205.73
4/29/2022 16:00:00,200.47
5/2/2022 16:00:00,211.13
5/3/2022 16:00:00,212.03
5/4/2022 16:00:00,223.41
5/5/2022 16:00:00,208.28
5/6/2022 16:00:00,203.77
5/9/2022 16:00:00,196.21
5/10/2022 16:00:00,197.65
5/11/2022 16:00:00,188.74
5/12/2022 16:00:00,191.24
5/13/2022 16:00:00,198.62
5/16/2022 16:00:00,200.04
5/17/2022 16:00:00,202.62
5/18/2022 16:00:00,192.24
5/19/2022 16:00:00,191.29
5/20/2022 16:00:00,193.54
5/23/2022 16:00:00,196.23
5/24/2022 16:00:00,181.28
5/25/2022 16:00:00,183.83
5/26/2022 16:00:00,191.63
5/27/2022 16:00:00,195.13
5/31/2022 16:00:00,193.64
